TREE0_LABEL	TREE0_HEAD	TREE0_HEADPOS	TREE0_LEFTCHILD	TREE0_RIGHTCHILD	TREE1_LABEL	TREE1_HEAD	TREE1_HEADPOS	TREE1_LEFTCHILD	TREE1_RIGHTCHILD	TREE2_LABEL	TREE2_HEAD	TREE2_HEADPOS	TREE3_LABEL	TREE3_HEAD	ANTECEDENT_CARRIED	WORD_NEXT0_LEX	WORD_NEXT0_POS	ACTION	ACTION_RESULT_LABEL	ACTION_PREV	FREQ	ACTIVATION
PP	 	 	-NONE-		VBN	change	 			VBN	be	 	VBD	have	NO	,	,	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	change	VBN	PP		VBN	change	 			VBN	be	 	VBD	have	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	change	VBN	VBN	PP	VBN	be	 			VBD	have	 	NP	drop	NO	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	change	VBN	VP		VBN	be	 			VBD	have	 	NP	drop	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	change	VBN	VBN	VP	VBD	have	 			NP	drop	NNS	PP-TPC	into	NO	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	change	VBN	VP		VBD	have	 			NP	drop	NNS	PP-TPC	into	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	change	VBN	VBD	VP	NP	drop	NNS	NP	SBAR	PP-TPC	into	IN	NOPOS	noword	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			VP	change	VBN	VBD	VP	NP	drop	NNS	PP-TPC	into	NO	because	IN	shift	''	shift	1	-9.294198074178478
IN	because	 			,	,	 			VP	change	VBN	NP	drop	NO	in	IN	shift	''	shift	1	-9.294198074178478
IN	in	 			IN	because	 			,	,	 	VP	change	NO	their	PRPtranslated_dollar	shift	''	shift	1	-9.294198074178478
PRPtranslated_dollar	their	 			IN	in	 			IN	because	 	,	,	NO	own	JJ	shift	''	shift	1	-9.294198074178478
JJ	own	 			PRPtranslated_dollar	their	 			IN	in	 	IN	because	NO	shape	NN	shift	''	shift	1	-9.294198074178478
NN	shape	 			JJ	own	 			PRPtranslated_dollar	their	 	IN	in	NO	they	PRP	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	shape	NN	NN		JJ	own	 			PRPtranslated_dollar	their	 	IN	in	NO	they	PRP	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	shape	NN	JJ	NN	PRPtranslated_dollar	their	 			IN	in	 	IN	because	NO	they	PRP	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	shape	NN	PRPtranslated_dollar	JJ	IN	in	 			IN	because	 	,	,	NO	they	PRP	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	in	IN	NP		IN	in	 			IN	because	 	,	,	NO	they	PRP	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	IN	NP	IN	because	 			,	,	 	VP	change	NO	they	PRP	shift	''	reduce_binary	1	-9.294198074178478
PRP	they	 			PP	in	IN	IN	NP	IN	because	 	,	,	NO	be	VBD	reduce_unary	NP	shift	1	-9.294198074178478
NP	they	PRP	PRP		PP	in	IN	IN	NP	IN	because	 	,	,	NO	be	VBD	shift	''	reduce_unary	1	-9.294198074178478
VBD	be	 			NP	they	PRP	PRP		PP	in	IN	IN	because	NO	too	RB	shift	''	shift	1	-9.294198074178478
RB	too	 			VBD	be	 			NP	they	PRP	PP	in	NO	heavy	JJ	shift	''	shift	1	-9.294198074178478
JJ	heavy	 			RB	too	 			VBD	be	 	NP	they	NO	for	IN	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	for	 			JJ	heavy	 	RB	too	NO	sunbeam	NNS	shift	''	shift	1	-9.294198074178478
NNS	sunbeam	 			DT	the	 			IN	for	 	JJ	heavy	NO	that	WDT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	sunbeam	NNS	NNS		DT	the	 			IN	for	 	JJ	heavy	NO	that	WDT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	sunbeam	NNS	DT	NNS	IN	for	 			JJ	heavy	 	RB	too	NO	that	WDT	shift	''	reduce_binary	1	-9.294198074178478
WDT	that	 			NP	sunbeam	NNS	DT	NNS	IN	for	 	JJ	heavy	NO	the	DT	reduce_unary	WHNP	shift	1	-9.294198074178478
WHNP	that	WDT	WDT		NP	sunbeam	NNS	DT	NNS	IN	for	 	JJ	heavy	YES	the	DT	shift	''	reduce_unary	1	-9.294198074178478
DT	the	 			WHNP	that	WDT	WDT		NP	sunbeam	NNS	IN	for	YES	sun	NN	shift	''	shift	1	-9.294198074178478
NN	sun	 			DT	the	 			WHNP	that	WDT	NP	sunbeam	YES	let	VBD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	sun	NN	NN		DT	the	 			WHNP	that	WDT	NP	sunbeam	YES	let	VBD	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	sun	NN	DT	NN	WHNP	that	WDT	WDT		NP	sunbeam	NNS	IN	for	YES	let	VBD	shift	''	reduce_binary	1	-9.294198074178478
VBD	let	 			NP	sun	NN	DT	NN	WHNP	that	WDT	NP	sunbeam	YES	out	RB	postulate_gap	*t*	shift	1	-9.294198074178478
-NONE-	*t*	 			VBD	let	 			NP	sun	NN	WHNP	that	NO	out	RB	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	-NONE-		VBD	let	 			NP	sun	NN	WHNP	that	NO	out	RB	shift	''	reduce_unary	1	-9.294198074178478
RB	out	 			NP	*t*	-NONE-	-NONE-		VBD	let	 	NP	sun	NO	to	TO	reduce_unary	ADVP	shift	1	-9.294198074178478
ADVP	out	RB	RB		NP	*t*	-NONE-	-NONE-		VBD	let	 	NP	sun	NO	to	TO	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	let	VBD	ADVP		NP	*t*	-NONE-	-NONE-		VBD	let	 	NP	sun	NO	to	TO	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	let	VBD	NP	ADVP	VBD	let	 			NP	sun	NN	WHNP	that	NO	to	TO	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	let	VBD	VBD	NP	NP	sun	NN	DT	NN	WHNP	that	WDT	NP	sunbeam	NO	to	TO	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	let	VBD	VP		NP	sun	NN	DT	NN	WHNP	that	WDT	NP	sunbeam	NO	to	TO	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	let	VBD	NP	VP	WHNP	that	WDT	WDT		NP	sunbeam	NNS	IN	for	NO	to	TO	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	that	WDT	S		WHNP	that	WDT	WDT		NP	sunbeam	NNS	IN	for	NO	to	TO	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	that	WDT	WHNP	S	NP	sunbeam	NNS	DT	NNS	IN	for	 	JJ	heavy	NO	to	TO	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	sunbeam	NNS	SBAR		NP	sunbeam	NNS	DT	NNS	IN	for	 	JJ	heavy	NO	to	TO	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	sunbeam	NNS	NP	SBAR	IN	for	 			JJ	heavy	 	RB	too	NO	to	TO	shift	''	reduce_binary	1	-9.294198074178478
TO	to	 			NP	sunbeam	NNS	NP	SBAR	IN	for	 	JJ	heavy	NO	carry	VB	shift	''	shift	1	-9.294198074178478
VB	carry	 			TO	to	 			NP	sunbeam	NNS	IN	for	NO	.	.	reduce_unary	VP	shift	1	-9.294198074178478
VP	carry	VB	VB		TO	to	 			NP	sunbeam	NNS	IN	for	NO	.	.	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	carry	VB	VP		TO	to	 			NP	sunbeam	NNS	IN	for	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	carry	VB	TO	VP	NP	sunbeam	NNS	NP	SBAR	IN	for	 	JJ	heavy	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	carry	VB	VP		NP	sunbeam	NNS	NP	SBAR	IN	for	 	JJ	heavy	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	carry	VB	NP	VP	IN	for	 			JJ	heavy	 	RB	too	NO	.	.	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	for	IN	S		IN	for	 			JJ	heavy	 	RB	too	NO	.	.	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	for	IN	IN	S	JJ	heavy	 			RB	too	 	VBD	be	NO	.	.	reduce_unary	ADJP_BAR	reduce_binary	1	-9.294198074178478
ADJP_BAR	heavy	JJ	PP		JJ	heavy	 			RB	too	 	VBD	be	NO	.	.	reduce_binary	ADJP_BAR	reduce_unary	1	-9.294198074178478
ADJP_BAR	heavy	JJ	JJ	PP	RB	too	 			VBD	be	 	NP	they	NO	.	.	reduce_binary	ADJP	reduce_binary	1	-9.294198074178478
ADJP	heavy	JJ	RB	JJ	VBD	be	 			NP	they	PRP	PP	in	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBD	ADJP		VBD	be	 			NP	they	PRP	PP	in	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBD	VBD	ADJP	NP	they	PRP	PRP		PP	in	IN	IN	because	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBD	VP		NP	they	PRP	PRP		PP	in	IN	IN	because	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	be	VBD	NP	VP	PP	in	IN	IN	NP	IN	because	 	,	,	NO	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	be	VBD	PP	NP	IN	because	 			,	,	 	VP	change	NO	.	.	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	because	IN	S		IN	because	 			,	,	 	VP	change	NO	.	.	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	because	IN	IN	S	,	,	 			VP	change	VBN	NP	drop	NO	.	.	shift	''	reduce_binary	1	-9.294198074178478
.	.	 			SBAR	because	IN	IN	S	,	,	 	VP	change	NO	.	.	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	change	VBN	.		SBAR	because	IN	IN	S	,	,	 	VP	change	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	change	VBN	SBAR	.	,	,	 			VP	change	VBN	NP	drop	NO	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	change	VBN	,	SBAR	VP	change	VBN	VBD	VP	NP	drop	NNS	PP-TPC	into	NO	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	change	VBN	VP	,	NP	drop	NNS	NP	SBAR	PP-TPC	into	IN	NOPOS	noword	NO	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	change	VBN	NP	VP	PP-TPC	into	IN	IN	NP	NOPOS	noword	 		 	NO	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	change	VBN	PP-TPC	NP	NOPOS	noword	 				 	 		 	NO	.	.	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
NOPOS	noword	 				 	 				 	 		 	NO	higher	RBR	shift	''		1	-9.294198074178478
RBR	higher	 			NOPOS	noword	 				 	 		 	NO	and	CC	shift	''	shift	1	-9.294198074178478
CC	and	 			RBR	higher	 			NOPOS	noword	 		 	NO	higher	RBR	shift	''	shift	1	-9.294198074178478
RBR	higher	 			CC	and	 			RBR	higher	 	NOPOS	noword	NO	they	PRP	reduce_unary	ADVP_BAR	shift	1	-9.294198074178478
ADVP_BAR	higher	RBR	RBR		CC	and	 			RBR	higher	 	NOPOS	noword	NO	they	PRP	reduce_binary	ADVP_BAR	reduce_unary	1	-9.294198074178478
ADVP_BAR	higher	RBR	CC	RBR	RBR	higher	 			NOPOS	noword	 		 	NO	they	PRP	reduce_binary	ADVP	reduce_binary	1	-9.294198074178478
ADVP	higher	RBR	RBR	CC	NOPOS	noword	 				 	 		 	NO	they	PRP	shift	''	reduce_binary	1	-9.294198074178478
PRP	they	 			ADVP	higher	RBR	RBR	CC	NOPOS	noword	 		 	NO	sail	VBD	reduce_unary	NP	shift	1	-9.294198074178478
NP	they	PRP	PRP		ADVP	higher	RBR	RBR	CC	NOPOS	noword	 		 	NO	sail	VBD	shift	''	reduce_unary	1	-9.294198074178478
VBD	sail	 			NP	they	PRP	PRP		ADVP	higher	RBR	NOPOS	noword	NO	,	,	postulate_gap	*t*	shift	1	-9.294198074178478
-NONE-	*t*	 			VBD	sail	 			NP	they	PRP	ADVP	higher	NO	,	,	reduce_unary	RB	postulate_gap	1	-9.294198074178478
RB	 	 	-NONE-		VBD	sail	 			NP	they	PRP	ADVP	higher	NO	,	,	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	sail	VBD	RB		VBD	sail	 			NP	they	PRP	ADVP	higher	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	sail	VBD	VBD	RB	NP	they	PRP	PRP		ADVP	higher	RBR	NOPOS	noword	NO	,	,	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	sail	VBD	VP		NP	they	PRP	PRP		ADVP	higher	RBR	NOPOS	noword	NO	,	,	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	sail	VBD	NP	VP	ADVP	higher	RBR	RBR	CC	NOPOS	noword	 		 	NO	,	,	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	sail	VBD	ADVP	NP	NOPOS	noword	 				 	 		 	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			S	sail	VBD	ADVP	NP	NOPOS	noword	 		 	NO	and	CC	shift	''	shift	1	-9.294198074178478
CC	and	 			,	,	 			S	sail	VBD	NOPOS	noword	NO	though	IN	shift	''	shift	1	-9.294198074178478
IN	though	 			CC	and	 			,	,	 	S	sail	NO	it	PRP	shift	''	shift	1	-9.294198074178478
PRP	it	 			IN	though	 			CC	and	 	,	,	NO	be	VBD	reduce_unary	NP	shift	1	-9.294198074178478
NP	it	PRP	PRP		IN	though	 			CC	and	 	,	,	NO	be	VBD	shift	''	reduce_unary	1	-9.294198074178478
VBD	be	 			NP	it	PRP	PRP		IN	though	 	CC	and	NO	grand	JJ	shift	''	shift	1	-9.294198074178478
JJ	grand	 			VBD	be	 			NP	it	PRP	IN	though	NO	,	,	reduce_unary	ADJP	shift	1	-9.294198074178478
ADJP	grand	JJ	JJ		VBD	be	 			NP	it	PRP	IN	though	NO	,	,	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	be	VBD	ADJP		VBD	be	 			NP	it	PRP	IN	though	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBD	VBD	ADJP	NP	it	PRP	PRP		IN	though	 	CC	and	NO	,	,	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBD	VP		NP	it	PRP	PRP		IN	though	 	CC	and	NO	,	,	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	be	VBD	NP	VP	IN	though	 			CC	and	 	,	,	NO	,	,	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	though	IN	S		IN	though	 			CC	and	 	,	,	NO	,	,	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	though	IN	IN	S	CC	and	 			,	,	 	S	sail	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			SBAR	though	IN	IN	S	CC	and	 	,	,	NO	aqua	NNP	shift	''	shift	1	-9.294198074178478
NNP	aqua	 			,	,	 			SBAR	though	IN	CC	and	NO	and	CC	shift	''	shift	1	-9.294198074178478
CC	and	 			NNP	aqua	 			,	,	 	SBAR	though	NO	his	PRPtranslated_dollar	shift	''	shift	1	-9.294198074178478
PRPtranslated_dollar	his	 			CC	and	 			NNP	aqua	 	,	,	NO	friend	NNS	shift	''	shift	1	-9.294198074178478
NNS	friend	 			PRPtranslated_dollar	his	 			CC	and	 	NNP	aqua	NO	be	VBD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	friend	NNS	NNS		PRPtranslated_dollar	his	 			CC	and	 	NNP	aqua	NO	be	VBD	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	friend	NNS	PRPtranslated_dollar	NNS	CC	and	 			NNP	aqua	 	,	,	NO	be	VBD	shift	''	reduce_binary	1	-9.294198074178478
VBD	be	 			NP	friend	NNS	PRPtranslated_dollar	NNS	CC	and	 	NNP	aqua	NO	like	IN	shift	''	shift	1	-9.294198074178478
IN	like	 			VBD	be	 			NP	friend	NNS	CC	and	NO	fish	NN	shift	''	shift	1	-9.294198074178478
NN	fish	 			IN	like	 			VBD	be	 	NP	friend	NO	out	RB	reduce_unary	NP	shift	1	-9.294198074178478
NP	fish	NN	NN		IN	like	 			VBD	be	 	NP	friend	NO	out	RB	shift	''	reduce_unary	1	-9.294198074178478
RB	out	 			NP	fish	NN	NN		IN	like	 	VBD	be	NO	of	IN	shift	''	shift	1	-9.294198074178478
IN	of	 			RB	out	 			NP	fish	NN	IN	like	NO	water	NN	shift	''	shift	1	-9.294198074178478
NN	water	 			IN	of	 			RB	out	 	NP	fish	NO	,	,	reduce_unary	NP	shift	1	-9.294198074178478
NP	water	NN	NN		IN	of	 			RB	out	 	NP	fish	NO	,	,	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	of	IN	NP		IN	of	 			RB	out	 	NP	fish	NO	,	,	reduce_binary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	of	IN	IN	NP	RB	out	 			NP	fish	NN	IN	like	NO	,	,	reduce_binary	PP	reduce_binary	1	-9.294198074178478
PP	of	IN	RB	IN	NP	fish	NN	NN		IN	like	 	VBD	be	NO	,	,	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	fish	NN	PP		NP	fish	NN	NN		IN	like	 	VBD	be	NO	,	,	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	fish	NN	NP	PP	IN	like	 			VBD	be	 	NP	friend	NO	,	,	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	like	IN	NP		IN	like	 			VBD	be	 	NP	friend	NO	,	,	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	like	IN	IN	NP	VBD	be	 			NP	friend	NNS	CC	and	NO	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBD	PP		VBD	be	 			NP	friend	NNS	CC	and	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBD	VBD	PP	NP	friend	NNS	PRPtranslated_dollar	NNS	CC	and	 	NNP	aqua	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			VP	be	VBD	VBD	PP	NP	friend	NNS	CC	and	NO	so	IN	shift	''	shift	1	-9.294198074178478
IN	so	 			,	,	 			VP	be	VBD	NP	friend	NO	they	PRP	shift	''	shift	1	-9.294198074178478
PRP	they	 			IN	so	 			,	,	 	VP	be	NO	grow	VBD	reduce_unary	NP	shift	1	-9.294198074178478
NP	they	PRP	PRP		IN	so	 			,	,	 	VP	be	NO	grow	VBD	shift	''	reduce_unary	1	-9.294198074178478
VBD	grow	 			NP	they	PRP	PRP		IN	so	 	,	,	NO	quite	RB	shift	''	shift	1	-9.294198074178478
RB	quite	 			VBD	grow	 			NP	they	PRP	IN	so	NO	dizzy	JJ	shift	''	shift	1	-9.294198074178478
JJ	dizzy	 			RB	quite	 			VBD	grow	 	NP	they	NO	.	.	reduce_unary	ADJP_BAR	shift	1	-9.294198074178478
ADJP_BAR	dizzy	JJ	JJ		RB	quite	 			VBD	grow	 	NP	they	NO	.	.	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	dizzy	JJ	RB	JJ	VBD	grow	 			NP	they	PRP	IN	so	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	grow	VBD	ADJP		VBD	grow	 			NP	they	PRP	IN	so	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	grow	VBD	VBD	ADJP	NP	they	PRP	PRP		IN	so	 	,	,	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	grow	VBD	VP		NP	they	PRP	PRP		IN	so	 	,	,	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	grow	VBD	NP	VP	IN	so	 			,	,	 	VP	be	NO	.	.	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	friend	NNS	S		IN	so	 			,	,	 	VP	be	NO	.	.	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	friend	NNS	IN	S	,	,	 			VP	be	VBD	NP	friend	NO	.	.	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	friend	NNS	,	IN	VP	be	VBD	VBD	PP	NP	friend	NNS	CC	and	NO	.	.	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	friend	NNS	VP	,	NP	friend	NNS	PRPtranslated_dollar	NNS	CC	and	 	NNP	aqua	NO	.	.	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	friend	NNS	NP	VP	CC	and	 			NNP	aqua	 	,	,	NO	.	.	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	friend	NNS	CC	NP	NNP	aqua	 			,	,	 	SBAR	though	NO	.	.	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	friend	NNS	NNP	CC	,	,	 			SBAR	though	IN	CC	and	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	 	 	NP		,	,	 			SBAR	though	IN	CC	and	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	 	 	,	NP	SBAR	though	IN	IN	S	CC	and	 	,	,	NO	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	 	 	SBAR	,	CC	and	 			,	,	 	S	sail	NO	.	.	shift	''	reduce_binary	1	-9.294198074178478
.	.	 			S	 	 	SBAR	,	CC	and	 	,	,	NO	.	.	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	sail	VBD	.		S	 	 	SBAR	,	CC	and	 	,	,	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	sail	VBD	S	.	CC	and	 			,	,	 	S	sail	NO	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	sail	VBD	CC	S	,	,	 			S	sail	VBD	NOPOS	noword	NO	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	sail	VBD	,	CC	S	sail	VBD	ADVP	NP	NOPOS	noword	 		 	NO	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	sail	VBD	S	,	NOPOS	noword	 				 	 		 	NO	.	.	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
NOPOS	noword	 				 	 				 	 		 	NO	they	PRP	shift	''		4	-8.601050893618533
PRP	they	 			NOPOS	noword	 				 	 		 	NO	enjoy	VBD	reduce_unary	NP	shift	1	-9.294198074178478
NP	they	PRP	PRP		NOPOS	noword	 				 	 		 	NO	enjoy	VBD	shift	''	reduce_unary	1	-9.294198074178478
VBD	enjoy	 			NP	they	PRP	PRP		NOPOS	noword	 		 	NO	look	VBG	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 			VBD	enjoy	 			NP	they	PRP	NOPOS	noword	NO	look	VBG	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	-NONE-		VBD	enjoy	 			NP	they	PRP	NOPOS	noword	NO	look	VBG	shift	''	reduce_unary	1	-9.294198074178478
VBG	look	 			NP	*	-NONE-	-NONE-		VBD	enjoy	 	NP	they	NO	down	RB	shift	''	shift	1	-9.294198074178478
RB	down	 			VBG	look	 			NP	*	-NONE-	VBD	enjoy	NO	on	IN	shift	''	shift	1	-9.294198074178478
IN	on	 			RB	down	 			VBG	look	 	NP	*	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	on	 			RB	down	 	VBG	look	NO	world	NN	shift	''	shift	1	-9.294198074178478
NN	world	 			DT	the	 			IN	on	 	RB	down	NO	below	JJ	shift	''	shift	1	-9.294198074178478
JJ	below	 			NN	world	 			DT	the	 	IN	on	NO	,	,	reduce_unary	ADJP	shift	1	-9.294198074178478
ADJP	below	JJ	JJ		NN	world	 			DT	the	 	IN	on	NO	,	,	reduce_unary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	world	NN	ADJP		NN	world	 			DT	the	 	IN	on	NO	,	,	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	world	NN	NN	ADJP	DT	the	 			IN	on	 	RB	down	NO	,	,	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	world	NN	DT	NN	IN	on	 			RB	down	 	VBG	look	NO	,	,	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	on	IN	NP		IN	on	 			RB	down	 	VBG	look	NO	,	,	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	on	IN	IN	NP	RB	down	 			VBG	look	 	NP	*	NO	,	,	reduce_unary	ADVP_BAR	reduce_binary	1	-9.294198074178478
ADVP_BAR	down	RB	PP		RB	down	 			VBG	look	 	NP	*	NO	,	,	reduce_binary	ADVP	reduce_unary	1	-9.294198074178478
ADVP	down	RB	RB	PP	VBG	look	 			NP	*	-NONE-	VBD	enjoy	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			ADVP	down	RB	RB	PP	VBG	look	 	NP	*	NO	while	IN	shift	''	shift	1	-9.294198074178478
IN	while	 			,	,	 			ADVP	down	RB	VBG	look	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	while	 			,	,	 	ADVP	down	NO	wind	NN	shift	''	shift	1	-9.294198074178478
NN	wind	 			DT	the	 			IN	while	 	,	,	NO	scatter	VBN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	wind	NN	NN		DT	the	 			IN	while	 	,	,	NO	scatter	VBN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	wind	NN	DT	NN	IN	while	 			,	,	 	ADVP	down	NO	scatter	VBN	shift	''	reduce_binary	1	-9.294198074178478
VBN	scatter	 			NP	wind	NN	DT	NN	IN	while	 	,	,	NO	them	PRP	shift	''	shift	1	-9.294198074178478
PRP	them	 			VBN	scatter	 			NP	wind	NN	IN	while	NO	across	IN	reduce_unary	NP	shift	1	-9.294198074178478
NP	them	PRP	PRP		VBN	scatter	 			NP	wind	NN	IN	while	NO	across	IN	shift	''	reduce_unary	1	-9.294198074178478
IN	across	 			NP	them	PRP	PRP		VBN	scatter	 	NP	wind	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	across	 			NP	them	PRP	VBN	scatter	NO	four	CD	shift	''	shift	1	-9.294198074178478
CD	four	 			DT	the	 			IN	across	 	NP	them	NO	corner	NNS	shift	''	shift	1	-9.294198074178478
NNS	corner	 			CD	four	 			DT	the	 	IN	across	NO	of	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
